,movie,chapter,character,dialog,Unnamed: 0,gender,releaseYear,processed_tokens,processed_text,preprocessed_tokens,preprocessed_text
10098,Harry Potter and the Order of the Phoenix,Occlumency,albus dumbledore,what news,2653.0,male,2007,['news'],news,['news'],news
10099,Harry Potter and the Order of the Phoenix,Occlumency,everard,i shouted until someone came they carried him up seconds ago he doesn't look good covered in blood,2654.0,male,2007,"['I', 'shout', 'someone', 'come', 'carry', 'second', 'ago', 'not', 'look', 'good', 'cover', 'blood']",I shout someone come carry second ago not look good cover blood,"['shout', 'someone', 'carry', 'second', 'ago', 'look', 'good', 'cover', 'blood']",shout someone carry second ago look good cover blood
10100,Harry Potter and the Order of the Phoenix,Occlumency,dilys derwent,dumbledore i've just seen them arrive at st mungos apperated there moments ago he looks really bad,2655.0,female,2007,"['dumbledore', 'I', 'see', 'arrive', 'st', 'mungo', 'apperate', 'moment', 'ago', 'look', 'really', 'bad']",dumbledore I see arrive st mungo apperate moment ago look really bad,"['dumbledore', 'arrive', 'st', 'mungo', 'apperate', 'moment', 'ago', 'look', 'really', 'bad']",dumbledore arrive st mungo apperate moment ago look really bad
10101,Harry Potter and the Order of the Phoenix,Occlumency,albus dumbledore,good,2656.0,male,2007,['good'],good,['good'],good
10102,Harry Potter and the Order of the Phoenix,Occlumency,albus dumbledore,minerva the rest of the weasleys will need to be awoken,2657.0,male,2007,"['minerva', 'rest', 'weasley', 'need', 'awake']",minerva rest weasley need awake,"['minerva', 'rest', 'weasley', 'need', 'awake']",minerva rest weasley need awake
10103,Harry Potter and the Order of the Phoenix,Occlumency,albus dumbledore,phineas,2658.0,male,2007,['phinea'],phinea,['phinea'],phinea
10104,Harry Potter and the Order of the Phoenix,Occlumency,albus dumbledore,phineas i need you to visit your other portrait tell sirius what happened and that we are coming to stay for a while,2659.0,male,2007,"['phinea', 'I', 'need', 'visit', 'portrait', 'tell', 'sirius', 'happen', 'come', 'stay']",phinea I need visit portrait tell sirius happen come stay,"['phinea', 'need', 'visit', 'portrait', 'tell', 'sirius', 'happen', 'stay']",phinea need visit portrait tell sirius happen stay
10105,Harry Potter and the Order of the Phoenix,Occlumency,phineas,it's late dumbledore,2660.0,male,2007,"['late', 'dumbledore']",late dumbledore,"['late', 'dumbledore']",late dumbledore
10106,Harry Potter and the Order of the Phoenix,Occlumency,phineas,i'm going i'm going,2661.0,male,2007,"['I', 'go', 'I', 'go']",I go I go,[],
10107,Harry Potter and the Order of the Phoenix,Occlumency,severus snape,sit potter,2662.0,male,2007,"['sit', 'potter']",sit potter,"['sit', 'potter']",sit potter
10108,Harry Potter and the Order of the Phoenix,Occlumency,severus snape,as you are well aware i will be teaching you occlumency the headmaster feels you should learn this form of magic to defend yourself against the dark lord who is skilled at legilimency,2663.0,male,2007,"['well', 'aware', 'I', 'teach', 'occlumency', 'headmaster', 'feel', 'learn', 'form', 'magic', 'defend', 'dark', 'lord', 'skilled', 'legilimency']",well aware I teach occlumency headmaster feel learn form magic defend dark lord skilled legilimency,"['aware', 'teach', 'occlumency', 'headmaster', 'feel', 'learn', 'form', 'magic', 'defend', 'dark', 'lord', 'skilled', 'legilimency']",aware teach occlumency headmaster feel learn form magic defend dark lord skilled legilimency
10110,Harry Potter and the Order of the Phoenix,Occlumency,severus snape,legilimency is the ability to extract thoughts and feelings from others,2665.0,male,2007,"['legilimency', 'ability', 'extract', 'thought', 'feeling']",legilimency ability extract thought feeling,"['legilimency', 'ability', 'extract', 'thought', 'feeling']",legilimency ability extract thought feeling
10111,Harry Potter and the Order of the Phoenix,Occlumency,harry potter,voldemort can read minds,2666.0,male,2007,"['voldemort', 'read', 'mind']",voldemort read mind,"['voldemort', 'read', 'mind']",voldemort read mind
10112,Harry Potter and the Order of the Phoenix,Occlumency,severus snape,as usual you have all the subtlety of a stone wall potter,2667.0,male,2007,"['usual', 'subtlety', 'stone', 'wall', 'potter']",usual subtlety stone wall potter,"['usual', 'subtlety', 'stone', 'wall', 'potter']",usual subtlety stone wall potter
10113,Harry Potter and the Order of the Phoenix,Occlumency,severus snape,the mind is not a book of which any page can be examined the mind is complex and multilayered,2668.0,male,2007,"['mind', 'not', 'book', 'page', 'examine', 'mind', 'complex', 'multilayere']",mind not book page examine mind complex multilayere,"['mind', 'book', 'page', 'examine', 'mind', 'complex', 'multilayere']",mind book page examine mind complex multilayere
10114,Harry Potter and the Order of the Phoenix,Occlumency,harry potter,so he could read our minds right now,2669.0,male,2007,"['could', 'read', 'mind', 'right']",could read mind right,"['could', 'read', 'mind', 'right']",could read mind right
10115,Harry Potter and the Order of the Phoenix,Occlumency,harry potter,but hasn't it helped so far i mean it saved mr weasley's life didn't it,2670.0,male,2007,"['not', 'help', 'far', 'I', 'mean', 'save', 'mr', 'weasley', ""'s"", 'life', 'not']",not help far I mean save mr weasley 's life not,"['help', 'far', 'mean', 'save', 'mr', 'weasley', 'life']",help far mean save mr weasley life
10116,Harry Potter and the Order of the Phoenix,Occlumency,severus snape,yes it did but at the expense of our advantage the connection between you was so powerful during your vision of the snake that the dark lord became aware of it the headmaster fears that he may try to use this to his advantage to manipulate you through false visions,2671.0,male,2007,"['yes', 'expense', 'advantage', 'connection', 'powerful', 'vision', 'snake', 'dark', 'lord', 'become', 'aware', 'headmaster', 'fear', 'may', 'try', 'use', 'advantage', 'manipulate', 'false', 'vision']",yes expense advantage connection powerful vision snake dark lord become aware headmaster fear may try use advantage manipulate false vision,"['yes', 'expense', 'advantage', 'connection', 'powerful', 'vision', 'snake', 'dark', 'lord', 'become', 'aware', 'headmaster', 'fear', 'may', 'try', 'use', 'advantage', 'manipulate', 'false', 'vision']",yes expense advantage connection powerful vision snake dark lord become aware headmaster fear may try use advantage manipulate false vision
10117,Harry Potter and the Order of the Phoenix,Occlumency,severus snape,wand out potter,2672.0,male,2007,"['wand', 'potter']",wand potter,"['wand', 'potter']",wand potter
10118,Harry Potter and the Order of the Phoenix,Occlumency,severus snape,you may use any spell you can think of to try and repel me,2673.0,male,2007,"['may', 'use', 'spell', 'think', 'try', 'repel', 'I']",may use spell think try repel I,"['may', 'use', 'spell', 'think', 'try', 'repel']",may use spell think try repel
10120,Harry Potter and the Order of the Phoenix,Occlumency,severus snape,i am going to break into your mind,2675.0,male,2007,"['I', 'go', 'break', 'mind']",I go break mind,"['break', 'mind']",break mind
10122,Harry Potter and the Order of the Phoenix,Occlumency,severus snape,well you stopped me eventually ideally you should repel me with your mind,2677.0,male,2007,"['well', 'stop', 'I', 'eventually', 'ideally', 'repel', 'I', 'mind']",well stop I eventually ideally repel I mind,"['stop', 'eventually', 'ideally', 'repel', 'mind']",stop eventually ideally repel mind
10123,Harry Potter and the Order of the Phoenix,Occlumency,severus snape,clear your mind potter abandon,2678.0,male,2007,"['clear', 'mind', 'potter', 'abandon']",clear mind potter abandon,"['clear', 'mind', 'potter', 'abandon']",clear mind potter abandon
10127,Harry Potter and the Order of the Phoenix,Occlumency,harry potter,i've just realized,2682.0,male,2007,"['I', 'realize']",I realize,['realize'],realize
10128,Harry Potter and the Order of the Phoenix,Occlumency,severus snape,realized what potter,2683.0,male,2007,"['realize', 'potter']",realize potter,"['realize', 'potter']",realize potter
10129,Harry Potter and the Order of the Phoenix,Occlumency,harry potter,what's in the department of mysteries sir,2684.0,male,2007,"['department', 'mystery', 'sir']",department mystery sir,"['department', 'mystery', 'sir']",department mystery sir
10131,Harry Potter and the Order of the Phoenix,Occlumency,harry potter,that corridor i've been dreaming about it for monthsit leads to the department of mysteries i'm sure of it,2686.0,male,2007,"['corridor', 'I', 'dream', 'monthsit', 'lead', 'department', 'mystery', 'I', 'sure']",corridor I dream monthsit lead department mystery I sure,"['corridor', 'dream', 'monthsit', 'lead', 'department', 'mystery', 'sure']",corridor dream monthsit lead department mystery sure
10132,Harry Potter and the Order of the Phoenix,Occlumency,severus snape,there are many things in the department of mysteries potter none of which concern you,2687.0,male,2007,"['many', 'thing', 'department', 'mystery', 'potter', 'none', 'concern']",many thing department mystery potter none concern,"['many', 'thing', 'department', 'mystery', 'potter', 'none', 'concern']",many thing department mystery potter none concern
10133,Harry Potter and the Order of the Phoenix,Unquiet Escape,dolores umbridge,i can do whatever i wish!,2688.0,female,2007,"['I', 'whatever', 'I', 'wish', '!']",I whatever I wish !,"['whatever', 'wish', '!']",whatever wish !
10134,Harry Potter and the Order of the Phoenix,Unquiet Escape,sybill trelawney,this is my home!,2689.0,female,2007,"['home', '!']",home !,"['home', '!']",home !
10135,Harry Potter and the Order of the Phoenix,Unquiet Escape,dolores umbridge,not anymore,2690.0,female,2007,"['not', 'anymore']",not anymore,['anymore'],anymore
10136,Harry Potter and the Order of the Phoenix,Unquiet Escape,dolores umbridge,now remove yourself from this castle!,2691.0,female,2007,"['remove', 'castle', '!']",remove castle !,"['remove', 'castle', '!']",remove castle !
10137,Harry Potter and the Order of the Phoenix,Unquiet Escape,dolores umbridge,i have the authority headmaster!,2692.0,female,2007,"['I', 'authority', 'headmaster', '!']",I authority headmaster !,"['authority', 'headmaster', '!']",authority headmaster !
10138,Harry Potter and the Order of the Phoenix,Unquiet Escape,albus dumbledore,oh i agree with you professor umbridge you do have the power to dismiss my teachers however,2693.0,male,2007,"['oh', 'I', 'agree', 'professor', 'umbridge', 'power', 'dismiss', 'teacher', 'however']",oh I agree professor umbridge power dismiss teacher however,"['oh', 'agree', 'professor', 'umbridge', 'power', 'dismiss', 'teacher', 'however']",oh agree professor umbridge power dismiss teacher however
10139,Harry Potter and the Order of the Phoenix,Unquiet Escape,albus dumbledore,you cannot send them from this,2694.0,male,2007,"['not', 'send']",not send,['send'],send
10140,Harry Potter and the Order of the Phoenix,Unquiet Escape,dolores umbridge,and what of her quarters when i appoint a new teacher,2695.0,female,2007,"['quarter', 'I', 'appoint', 'new', 'teacher']",quarter I appoint new teacher,"['quarter', 'appoint', 'new', 'teacher']",quarter appoint new teacher
10141,Harry Potter and the Order of the Phoenix,Unquiet Escape,albus dumbledore,happily that will not be necessary i have found a successor,2696.0,male,2007,"['happily', 'not', 'necessary', 'I', 'find', 'successor']",happily not necessary I find successor,"['happily', 'necessary', 'find', 'successor']",happily necessary find successor
10142,Harry Potter and the Order of the Phoenix,Unquiet Escape,albus dumbledore,the ministry can only appoint new teachers if i cannot find one i think you will find him suitable enough,2697.0,male,2007,"['ministry', 'appoint', 'new', 'teacher', 'I', 'not', 'find', 'one', 'I', 'think', 'find', 'suitable', 'enough']",ministry appoint new teacher I not find one I think find suitable enough,"['ministry', 'appoint', 'new', 'teacher', 'find', 'think', 'find', 'suitable', 'enough']",ministry appoint new teacher find think find suitable enough
10143,Harry Potter and the Order of the Phoenix,Unquiet Escape,albus dumbledore,this is firenze,2698.0,male,2007,['firenze'],firenze,['firenze'],firenze
10144,Harry Potter and the Order of the Phoenix,Unquiet Escape,ron weasley,so you're saying this weapon you knowwho's after is in the department of mysteries,2699.0,male,2007,"['say', 'weapon', 'knowwho', ""'s"", 'department', 'mystery']",say weapon knowwho 's department mystery,"['weapon', 'knowwho', 'department', 'mystery']",weapon knowwho department mystery
10146,Harry Potter and the Order of the Phoenix,Unquiet Escape,hermione granger,that's got to be what surgis podmore was doing in the ministry when he was arrested,2701.0,female,2007,"['get', 'surgi', 'podmore', 'ministry', 'arrest']",get surgi podmore ministry arrest,"['surgi', 'podmore', 'ministry', 'arrest']",surgi podmore ministry arrest
10147,Harry Potter and the Order of the Phoenix,Unquiet Escape,harry potter,probably mr weasley was probably there when he was attacked too that must be what the order's guarding!,2702.0,male,2007,"['probably', 'mr', 'weasley', 'probably', 'attack', 'must', 'order', ""'s"", 'guard', '!']",probably mr weasley probably attack must order 's guard !,"['probably', 'mr', 'weasley', 'probably', 'attack', 'must', 'order', 'guard', '!']",probably mr weasley probably attack must order guard !
10148,Harry Potter and the Order of the Phoenix,Unquiet Escape,ron weasley,but why the department of mysteries,2703.0,male,2007,"['department', 'mystery']",department mystery,"['department', 'mystery']",department mystery
10149,Harry Potter and the Order of the Phoenix,Unquiet Escape,hermione granger,it makes perfect sense ron it's got to be something the ministry's been developing something top secret,2704.0,female,2007,"['make', 'perfect', 'sense', 'ron', 'get', 'something', 'ministry', ""'s"", 'develop', 'something', 'top', 'secret']",make perfect sense ron get something ministry 's develop something top secret,"['make', 'perfect', 'sense', 'ron', 'something', 'ministry', 'develop', 'something', 'top', 'secret']",make perfect sense ron something ministry develop something top secret
10150,Harry Potter and the Order of the Phoenix,Unquiet Escape,hermione granger,look at this there's been a mass escape from azkaban,2705.0,female,2007,"['look', 'mass', 'escape', 'azkaban']",look mass escape azkaban,"['look', 'mass', 'escape', 'azkaban']",look mass escape azkaban
10151,Harry Potter and the Order of the Phoenix,Unquiet Escape,ron weasley,bloody hell!,2706.0,male,2007,"['bloody', 'hell', '!']",bloody hell !,"['bloody', 'hell', '!']",bloody hell !
10152,Harry Potter and the Order of the Phoenix,Unquiet Escape,harry potter,they're all death eaters!,2707.0,male,2007,"['death', 'eater', '!']",death eater !,"['death', 'eater', '!']",death eater !
10155,Harry Potter and the Order of the Phoenix,Unquiet Escape,dolores umbridge,since i had received information some time ago that potter and a number of other students had met in the hog's head to start an illegal group,2710.0,female,2007,"['since', 'I', 'receive', 'information', 'time', 'ago', 'potter', 'number', 'student', 'meet', 'hog', ""'s"", 'head', 'start', 'illegal', 'group']",since I receive information time ago potter number student meet hog 's head start illegal group,"['since', 'receive', 'information', 'time', 'ago', 'potter', 'number', 'student', 'meet', 'hog', 'head', 'start', 'illegal', 'group']",since receive information time ago potter number student meet hog head start illegal group
10156,Harry Potter and the Order of the Phoenix,Unquiet Escape,albus dumbledore,i'm not sure that's true professor,2711.0,male,2007,"['I', 'not', 'sure', 'true', 'professor']",I not sure true professor,"['sure', 'true', 'professor']",sure true professor
10157,Harry Potter and the Order of the Phoenix,Unquiet Escape,dolores umbridge,i'm sorry,2712.0,female,2007,"['I', 'sorry']",I sorry,['sorry'],sorry
10158,Harry Potter and the Order of the Phoenix,Unquiet Escape,albus dumbledore,in point of fact when young potter met those students it was not illegal,2713.0,male,2007,"['point', 'fact', 'young', 'potter', 'meet', 'student', 'not', 'illegal']",point fact young potter meet student not illegal,"['point', 'fact', 'young', 'potter', 'meet', 'student', 'illegal']",point fact young potter meet student illegal
10159,Harry Potter and the Order of the Phoenix,Unquiet Escape,dolores umbridge,but two days later educational decree twentyfour was introduced,2714.0,female,2007,"['two', 'day', 'later', 'educational', 'decree', 'twentyfour', 'introduce']",two day later educational decree twentyfour introduce,"['two', 'day', 'later', 'educational', 'decree', 'twentyfour', 'introduce']",two day later educational decree twentyfour introduce
10160,Harry Potter and the Order of the Phoenix,Unquiet Escape,albus dumbledore,again quite correct however i wonder if you have any evidence that proves this group has been meeting since then,2715.0,male,2007,"['quite', 'correct', 'however', 'I', 'wonder', 'evidence', 'prove', 'group', 'meet', 'since']",quite correct however I wonder evidence prove group meet since,"['quite', 'correct', 'however', 'wonder', 'evidence', 'prove', 'group', 'meet', 'since']",quite correct however wonder evidence prove group meet since
10161,Harry Potter and the Order of the Phoenix,Unquiet Escape,dolores umbridge,i have a witness right here!,2716.0,female,2007,"['I', 'witness', 'right', '!']",I witness right !,"['witness', 'right', '!']",witness right !
10162,Harry Potter and the Order of the Phoenix,Unquiet Escape,albus dumbledore,correct again i must confess that i was however under the impression that this young girl only told you a meeting was going on tonight,2717.0,male,2007,"['correct', 'I', 'must', 'confess', 'I', 'however', 'impression', 'young', 'girl', 'tell', 'meeting', 'go', 'tonight']",correct I must confess I however impression young girl tell meeting go tonight,"['correct', 'must', 'confess', 'however', 'impression', 'young', 'girl', 'tell', 'meeting', 'tonight']",correct must confess however impression young girl tell meeting tonight
10163,Harry Potter and the Order of the Phoenix,Unquiet Escape,dolores umbridge,let's ask her shall we,2718.0,female,2007,"['let', 'us', 'ask', 'shall']",let us ask shall,"['let', 'us', 'ask', 'shall']",let us ask shall
10164,Harry Potter and the Order of the Phoenix,Unquiet Escape,dolores umbridge,you can shake your head for an,2719.0,female,2007,"['shake', 'head']",shake head,"['shake', 'head']",shake head
10165,Harry Potter and the Order of the Phoenix,Unquiet Escape,dolores umbridge,what do you mean by shaking your head girl,2720.0,female,2007,"['mean', 'shake', 'head', 'girl']",mean shake head girl,"['mean', 'shake', 'head', 'girl']",mean shake head girl
10166,Harry Potter and the Order of the Phoenix,Unquiet Escape,dolores umbridge,but what about potter he was the,2721.0,female,2007,['potter'],potter,['potter'],potter
10167,Harry Potter and the Order of the Phoenix,Unquiet Escape,dolores umbridge,why are you shaking your head girl,2722.0,female,2007,"['shake', 'head', 'girl']",shake head girl,"['shake', 'head', 'girl']",shake head girl
10168,Harry Potter and the Order of the Phoenix,Unquiet Escape,albus dumbledore,again i cannot have you manhandling my students professor umbridge,2723.0,male,2007,"['I', 'not', 'manhandle', 'student', 'professor', 'umbridge']",I not manhandle student professor umbridge,"['manhandle', 'student', 'professor', 'umbridge']",manhandle student professor umbridge
10169,Harry Potter and the Order of the Phoenix,Unquiet Escape,dolores umbridge,my apologies headmaster i forgot myself,2724.0,female,2007,"['apology', 'headmaster', 'I', 'forget']",apology headmaster I forget,"['apology', 'headmaster', 'forget']",apology headmaster forget
10170,Harry Potter and the Order of the Phoenix,Unquiet Escape,cornelius fudge,well what about the meeting tonight,2725.0,male,2007,"['well', 'meeting', 'tonight']",well meeting tonight,"['meeting', 'tonight']",meeting tonight
10171,Harry Potter and the Order of the Phoenix,Unquiet Escape,cornelius fudge,so dumbledore you've been behind this whole thing,2726.0,male,2007,"['dumbledore', 'behind', 'whole', 'thing']",dumbledore behind whole thing,"['dumbledore', 'behind', 'whole', 'thing']",dumbledore behind whole thing
10172,Harry Potter and the Order of the Phoenix,Unquiet Escape,albus dumbledore,well minister you've caught me,2727.0,male,2007,"['well', 'minister', 'catch', 'I']",well minister catch I,"['minister', 'catch']",minister catch
10173,Harry Potter and the Order of the Phoenix,Unquiet Escape,cornelius fudge,this has all been your doing! you've been recruiting students for your army!,2728.0,male,2007,"['!', 'recruit', 'student', 'army', '!']",! recruit student army !,"['!', 'recruit', 'student', 'army', '!']",! recruit student army !
10174,Harry Potter and the Order of the Phoenix,Unquiet Escape,albus dumbledore,quite correct cornelius,2729.0,male,2007,"['quite', 'correct', 'cornelius']",quite correct cornelius,"['quite', 'correct', 'cornelius']",quite correct cornelius
10175,Harry Potter and the Order of the Phoenix,Unquiet Escape,cornelius fudge,i knew it! i knew it! you've been plotting against me all this time!,2730.0,male,2007,"['I', 'know', '!', 'I', 'know', '!', 'plot', 'I', 'time', '!']",I know ! I know ! plot I time !,"['!', '!', 'plot', 'time', '!']",! ! plot time !
10176,Harry Potter and the Order of the Phoenix,Unquiet Escape,cornelius fudge,this is too good to be true!,2731.0,male,2007,"['good', 'true', '!']",good true !,"['good', 'true', '!']",good true !
10177,Harry Potter and the Order of the Phoenix,Unquiet Escape,harry potter,professor no!,2732.0,male,2007,"['professor', '!']",professor !,"['professor', '!']",professor !
10178,Harry Potter and the Order of the Phoenix,Unquiet Escape,albus dumbledore,quiet harry!,2733.0,male,2007,"['quiet', 'harry', '!']",quiet harry !,"['quiet', 'harry', '!']",quiet harry !
10179,Harry Potter and the Order of the Phoenix,Unquiet Escape,cornelius fudge,yes shut up potter so you'll be coming with us to the ministry,2734.0,male,2007,"['yes', 'shut', 'potter', 'come', 'ministry']",yes shut potter come ministry,"['yes', 'shut', 'potter', 'ministry']",yes shut potter ministry
10180,Harry Potter and the Order of the Phoenix,Unquiet Escape,albus dumbledore,ah yes i was wondering when we'd hit that little snag,2735.0,male,2007,"['ah', 'yes', 'I', 'wonder', 'would', 'hit', 'little', 'snag']",ah yes I wonder would hit little snag,"['ah', 'yes', 'wonder', 'hit', 'little', 'snag']",ah yes wonder hit little snag
10181,Harry Potter and the Order of the Phoenix,Unquiet Escape,cornelius fudge,i see no snag dumbledore,2736.0,male,2007,"['I', 'see', 'snag', 'dumbledore']",I see snag dumbledore,"['snag', 'dumbledore']",snag dumbledore
10182,Harry Potter and the Order of the Phoenix,Unquiet Escape,albus dumbledore,but i do you seem to be laboring under the delusion that i would 'come quietly',2737.0,male,2007,"['I', 'seem', 'labor', 'delusion', 'I', 'would', ""'"", 'come', 'quietly', ""'""]",I seem labor delusion I would ' come quietly ',"['seem', 'labor', 'delusion', ""'"", 'quietly', ""'""]",seem labor delusion ' quietly '
10183,Harry Potter and the Order of the Phoenix,Unquiet Escape,cornelius fudge,resisting arrest now are you dumbledore,2738.0,male,2007,"['resist', 'arrest', 'dumbledore']",resist arrest dumbledore,"['resist', 'arrest', 'dumbledore']",resist arrest dumbledore
10184,Harry Potter and the Order of the Phoenix,Unquiet Escape,cornelius fudge,you would really take on two aurors dolores and myself dumbledore,2739.0,male,2007,"['would', 'really', 'take', 'two', 'auror', 'dolore', 'dumbledore']",would really take two auror dolore dumbledore,"['really', 'take', 'two', 'auror', 'dolore', 'dumbledore']",really take two auror dolore dumbledore
10185,Harry Potter and the Order of the Phoenix,Unquiet Escape,albus dumbledore,naturally all of you did rather well on your spellwork at this school but if you attempt to take me in by force i'm afraid i shall have to hurt you,2740.0,male,2007,"['naturally', 'rather', 'well', 'spellwork', 'school', 'attempt', 'take', 'I', 'force', 'I', 'afraid', 'I', 'shall', 'hurt']",naturally rather well spellwork school attempt take I force I afraid I shall hurt,"['naturally', 'rather', 'spellwork', 'school', 'attempt', 'take', 'force', 'afraid', 'shall', 'hurt']",naturally rather spellwork school attempt take force afraid shall hurt
10186,Harry Potter and the Order of the Phoenix,Unquiet Escape,albus dumbledore,are you all right,2741.0,male,2007,['right'],right,['right'],right
10187,Harry Potter and the Order of the Phoenix,Unquiet Escape,minerva mcgonagall,yes we're fine,2742.0,female,2007,"['yes', 'fine']",yes fine,"['yes', 'fine']",yes fine
10188,Harry Potter and the Order of the Phoenix,Unquiet Escape,albus dumbledore,i'm not going into hiding fudge will soon regret removing me from hogwarts,2743.0,male,2007,"['I', 'not', 'go', 'hiding', 'fudge', 'soon', 'regret', 'remove', 'I', 'hogwart']",I not go hiding fudge soon regret remove I hogwart,"['hiding', 'fudge', 'soon', 'regret', 'remove', 'hogwart']",hiding fudge soon regret remove hogwart
10189,Harry Potter and the Order of the Phoenix,Unquiet Escape,harry potter,i'm so sorry professor!,2744.0,male,2007,"['I', 'sorry', 'professor', '!']",I sorry professor !,"['sorry', 'professor', '!']",sorry professor !
10190,Harry Potter and the Order of the Phoenix,Unquiet Escape,albus dumbledore,it's fine now listen to me harry keep studying occlumency! do everything professor snape tells you,2745.0,male,2007,"['fine', 'listen', 'I', 'harry', 'keep', 'study', 'occlumency', '!', 'everything', 'professor', 'snape', 'tell']",fine listen I harry keep study occlumency ! everything professor snape tell,"['fine', 'listen', 'harry', 'keep', 'study', 'occlumency', '!', 'everything', 'professor', 'snape', 'tell']",fine listen harry keep study occlumency ! everything professor snape tell
10191,Harry Potter and the Order of the Phoenix,Unquiet Escape,albus dumbledore,close your mind! you will understand in time fudge is stirring,2746.0,male,2007,"['close', 'mind', '!', 'understand', 'time', 'fudge', 'stir']",close mind ! understand time fudge stir,"['close', 'mind', '!', 'understand', 'time', 'fudge', 'stir']",close mind ! understand time fudge stir
10192,Harry Potter and the Order of the Phoenix,Unquiet Escape,albus dumbledore,lay back down they must not think we have had time to talk,2747.0,male,2007,"['lie', 'back', 'must', 'not', 'think', 'time', 'talk']",lie back must not think time talk,"['lie', 'back', 'must', 'think', 'time', 'talk']",lie back must think time talk
10193,Harry Potter and the Order of the Phoenix,Unquiet Escape,cornelius fudge,find him!,2748.0,male,2007,"['find', '!']",find !,"['find', '!']",find !
10194,Harry Potter and the Order of the Phoenix,Unquiet Escape,dolores umbridge,by order of the ministry of magic dolores jane umbridge will replace albus dumbledore as head of hogwarts school of witchcraft and wizardry,2749.0,female,2007,"['order', 'ministry', 'magic', 'dolores', 'jane', 'umbridge', 'replace', 'albus', 'dumbledore', 'head', 'hogwart', 'school', 'witchcraft', 'wizardry']",order ministry magic dolores jane umbridge replace albus dumbledore head hogwart school witchcraft wizardry,"['order', 'ministry', 'magic', 'dolores', 'jane', 'umbridge', 'replace', 'albus', 'dumbledore', 'head', 'hogwart', 'school', 'witchcraft', 'wizardry']",order ministry magic dolores jane umbridge replace albus dumbledore head hogwart school witchcraft wizardry
10195,Harry Potter and the Order of the Phoenix,Unquiet Escape,dolores umbridge,my first act as your new headmistress is to form an inquisitional squad lead by draco malfoy they will report directly to me about the goings on in the halls of this school,2750.0,female,2007,"['first', 'act', 'new', 'headmistress', 'form', 'inquisitional', 'squad', 'lead', 'draco', 'malfoy', 'report', 'directly', 'I', 'going', 'hall', 'school']",first act new headmistress form inquisitional squad lead draco malfoy report directly I going hall school,"['first', 'act', 'new', 'headmistress', 'form', 'inquisitional', 'squad', 'lead', 'draco', 'malfoy', 'report', 'directly', 'going', 'hall', 'school']",first act new headmistress form inquisitional squad lead draco malfoy report directly going hall school
10196,Harry Potter and the Order of the Phoenix,Unquiet Escape,dolores umbridge,furthermore our good caretaker mr filch has requested we reinstate the 'old punishments' i have decided that there is no reason we shouldn't,2751.0,female,2007,"['furthermore', 'good', 'caretaker', 'mr', 'filch', 'request', 'reinstate', ""'"", 'old', 'punishment', ""'"", 'I', 'decide', 'reason', 'not']",furthermore good caretaker mr filch request reinstate ' old punishment ' I decide reason not,"['furthermore', 'good', 'caretaker', 'mr', 'filch', 'request', 'reinstate', ""'"", 'old', 'punishment', ""'"", 'decide', 'reason']",furthermore good caretaker mr filch request reinstate ' old punishment ' decide reason
10197,Harry Potter and the Order of the Phoenix,Grawp,harry potter,are you sure you can't hagrid said it was important,2752.0,male,2007,"['sure', 'not', 'hagrid', 'say', 'important']",sure not hagrid say important,"['sure', 'hagrid', 'important']",sure hagrid important
10198,Harry Potter and the Order of the Phoenix,Grawp,ron weasley,no way quidditch practice if i don't show up angelina'll go mad,2753.0,male,2007,"['way', 'quidditch', 'practice', 'I', 'not', 'show', ""angelina'll"", 'go', 'mad']",way quidditch practice I not show angelina'll go mad,"['way', 'quidditch', 'practice', 'show', ""angelina'll"", 'mad']",way quidditch practice show angelina'll mad
10199,Harry Potter and the Order of the Phoenix,Grawp,hermione granger,hagridwe've been walking for a good hour,2754.0,female,2007,"[""hagridwe've"", 'walk', 'good', 'hour']",hagridwe've walk good hour,"[""hagridwe've"", 'walk', 'good', 'hour']",hagridwe've walk good hour
10200,Harry Potter and the Order of the Phoenix,Grawp,rubeus hagrid,its jus' up ahead here,2755.0,male,2007,"['jus', ""'"", 'ahead']",jus ' ahead,"['jus', ""'"", 'ahead']",jus ' ahead
10201,Harry Potter and the Order of the Phoenix,Grawp,harry potter,could you tell us what it is hagrid please,2756.0,male,2007,"['could', 'tell', 'hagrid', 'please']",could tell hagrid please,"['could', 'tell', 'hagrid', 'please']",could tell hagrid please
10202,Harry Potter and the Order of the Phoenix,Grawp,rubeus hagrid,all righ' well i'm showin' yeh this because tha' umbridge woman put me on probation i can' last much longer afore i get sacked like trelawney,2757.0,male,2007,"['righ', ""'"", 'well', 'I', 'showin', ""'"", 'yeh', 'tha', ""'"", 'umbridge', 'woman', 'put', 'I', 'probation', 'I', ""'"", 'last', 'much', 'long', 'afore', 'I', 'get', 'sack', 'like', 'trelawney']",righ ' well I showin ' yeh tha ' umbridge woman put I probation I ' last much long afore I get sack like trelawney,"['righ', ""'"", 'showin', ""'"", 'yeh', 'tha', ""'"", 'umbridge', 'woman', 'put', 'probation', ""'"", 'last', 'much', 'long', 'afore', 'sack', 'like', 'trelawney']",righ ' showin ' yeh tha ' umbridge woman put probation ' last much long afore sack like trelawney
10203,Harry Potter and the Order of the Phoenix,Grawp,hermione granger,we won't let her!,2758.0,female,2007,"['not', 'let', '!']",not let !,"['let', '!']",let !
